整合編號,食品分類,樣品名稱,俗名,樣品英文名稱,品名描述,廢棄率(%),熱量-成分值(kcal),修正熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),飽和脂肪-成分值(g),灰分-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g),糖質總量-成分值(g),葡萄糖-成分值(g),果糖-成分值(g),半乳糖-成分值(g),麥芽糖-成分值(g),蔗糖-成分值(g),乳糖-成分值(g),鈉-成分值(mg),鉀-成分值(mg),鈣-成分值(mg),鎂-成分值(mg),鐵-成分值(mg),鋅-成分值(mg),磷-成分值(mg),銅-成分值(ug),維生素A總量(IU)-成分值(I.U.),視網醇當量(RE)-成分值(ug),α-胡蘿蔔素-成分值(ug),β-胡蘿蔔素-成分值(ug),視網醇-成分值(ug),α-維生素E當量(α-TE)-成分值(mg),維生素E總量-成分值(mg),α-生育醇-成分值(mg),β-生育醇-成分值(mg),γ-生育醇-成分值(mg),δ-生育醇-成分值(mg),維生素B1-成分值(mg),維生素B2-成分值(mg),菸鹼素-成分值(mg),維生素B6-成分值(mg),維生素B12-成分值(ug),葉酸-成分值(ug),維生素C-成分值(mg),脂肪酸S總量-成分值(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),反式脂肪-成分值(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),膽固醇-成分值(mg),酒精含量-成分值(g)
A01604,穀物類,通心麵,,Pasta: macaroni,通心麵,,358.5108,354.8634,11.47,13.818,1.43,0.2923,0.6898,72.5922,1.8237,,,,,,,,25.38,170.935,11.82,43.54,1.51,0.7915,135.7,,0,0,0,0,,0.2046,0.865,0.115,0.05,0.695,0.005,0.1425,0.05,1.69,0.1519,,53.9,5.91,20.4431,0,0,0,0,0,0,0,0,18.9435,0,1.4996,0,0,0,0,19.7837,0,0,19.7837,0,0,59.7729,56.6843,3.0886,0,0,0,0,0,0,,13511.6392,546.1,343.865,607.325,4642.13,1714.71,436.575,402.86,477.7992,555.68,149.795,481.52,943.95,373.42,639.915,262.53,280.81,500.735,151.92,,
A01605,穀物類,菠菜條,,Noodle: spinach flavored,菠菜麵,,355.5868,350.6728,11.54,11.792,1.22,0.2727,1.0883,74.3597,2.457,,,,,,,,310.13,129.64,4.14,28.978,1.04,0.72,115.14,,23.4991,2.3505,0,14.1,,0.0461,0.08,0.03,0.04,0,0.01,0.108,0.023,0.947,0.1201,,37.1,8.03,22.3517,0,0,0,0,0,0,0,0,20.9095,0,1.4422,0,0,0,0,16.4202,0,0,16.4202,0,0,61.2279,58.4014,2.8265,0,0,0,0,0,0,,13249.1816,505.48,344.89,610.32,4679.11,1675.07,441.88,387.53,432.7016,526.58,128.04,459.48,948.29,360.26,679.54,259.23,261.55,450.23,99,,
A01606,穀物類,鍋燒意麵,,Noodle: pot-burn fried noodle,鍋燒意麵,,478.9512,472.8864,5.75,10,22.77,4.063,2.9747,58.5053,3.0324,,,,,,,,990.22,122.45,7.12,39.7,0.95,0.856,125.03,,0,0,0,0,0,4.7546,8.57,4.28,0.47,2.76,1.06,0.132,0.02,1.37,0.1571,0.15,42,11.1,17.8437,0,0,0,0,0,0,0.2406,0,11.3901,0,4.94,0,0.6205,0.6525,0,25.6934,0,0.4117,24.8786,0.2052,0.1979,56.4623,53.8467,2.6156,0,0,0,0,0,0,,12289.2042,489.08,314.76,536.35,4189.43,1548.59,541.15,411.84,413.5042,482.88,118.68,413.91,825.85,317.32,574.56,262.9,254.86,477.26,116.28,12.27,
A01607,穀物類,雞蛋麵,,Noodle: egg flavored,雞蛋麵,,357.7832,352.2332,10.39,12.511,0.94,0.2164,1.3392,74.8198,2.775,,,,,,,,466.91,131.75,5.07,32.065,1.69,0.73,127.2,,0,0,,,0,0.0744,0.15,0.05,0.06,0,0.04,0.141,0.051,1.434,0.114,0.18,39.2,7.22,23.0192,0,0,0,0,0,0,0,0,20.8191,0,1.3956,0,0.8045,0,0,17.1828,0,0,17.1828,0,0,59.7976,57.1132,2.6844,0,0,0,0,0,0,,13642.2088,516.04,351.29,629.22,4771.41,1710.95,456.01,397.51,455.4688,547.34,128.56,464.16,961.22,388.71,677.53,270.96,280.51,514.32,121,0,
A01701,穀物類,刀削麵,,Noodle: sliced,刀削麵,,266.5936,264.6652,33.52,8.353,0.94,0.3641,1.0066,56.1804,0.9642,,,,,,,,225.69,72.85,1.68,17.16,0.45,0.416,230.81,,0,0,0,0,,0.4284,0.57,0.41,0.02,0.1,0.04,0.05,0.02,0.82,0.2294,,25,8.67,38.7369,0,0,0,0,0,0,0,0,31.3835,0,7.3534,0,0,0,0,18.679,0,0,18.679,0,0,42.584,40.4398,2.1442,0,0,0,0,0,0,,9162.6079,344.24,234.99,412.42,3232.23,1163.95,303.88,263.31,346.0879,362.89,86.24,306.9,619.8,253.19,432.66,175.07,188,337.1,99.65,,
A01702,穀物類,拉麵,,Noodle: Ramen,拉麵,,292.2838,289.6736,26.6,9.108,0.815,,1.3478,62.1292,1.3051,,,,,,,,428.965,77.325,9.28,15.37,0.53,0.607,105.8,,0,0,0,0,,0.0918,0.285,0.065,0.025,0.165,0.03,0.047,0.02,0.69,0.0384,,18.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8983.3079,344.455,226.405,394.915,3124.76,1114.365,304.47,254.415,365.8429,352.35,105.51,307.725,600.115,261.135,424.21,177.17,194.305,308.91,122.25,,
A01703,穀物類,意麵,,Noodle:fried,意麵,,289.6036,280.5782,26.8,10.069,0.99,,2.0366,60.1044,4.5127,,,,,,,,571.98,249.93,10.38,22.05,1.09,0.812,155.89,,0,0,0,0,0,0.096,0.39,0.05,0.04,0.3,0,0.022,0.69,1.16,0.0571,0.32,22.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10120.5292,389.11,258.21,452.74,3643.8,1181.88,338.44,290.8,444.1392,381.9,115.23,343.15,681.98,272.54,474.69,197.82,212.44,322.98,118.68,2.82,
A01801,穀物類,衛生油麵,,Oil noodle,油麵條,,163.203,162.0968,61.1905,5.465,1.845,0.2962,0.315,31.1845,0.5531,,,,,,,,66.965,49.48,11.755,11.825,0.43,0.255,48.79,,3.3333,1,0,0,1,1.6307,3.915,1.35,0.34,1.36,0.865,0.0075,0.01,0.41,0.0227,,27.5,0,16.0562,0,0,0,0,0,0,0,0,11.6888,0,4.3674,0,0,0,0,22.1237,0,0,22.1237,0,0,61.8198,54.5992,7.2206,0,0,0,0,0,0,,5630.1795,210.195,144.565,251.065,1921.445,713.425,192.39,161.795,224.3995,227.1,74.94,192.56,377.795,176.465,270.265,105.845,120.77,211.65,53.51,,
A01802,穀物類,金門黃麵,,,金門黃麵,,157.9974,153.3348,60.11,6.411,0.5338,0.139,1.0579,31.8873,2.3313,0,0,0,,0,0,0,325.611,27.922,6.306,14.029,1.049,0.434,43.483,,0,0,,0,0,0.1034,0.465,0.048,0.053,0.339,0.025,0.024,0.0103,1.1162,0.023,0,9.222,0,26.048,0,0,0,0,0,0,0,0,23.217,0,2.041,0,0.188,0.36,0.242,17.031,0,0.151,16.271,0.609,0,56.742,54.127,2.615,0,0,0,0,0,0.18,,6192.042,221.873,155.191,263.259,2126.836,759.873,219.905,209.042,184.057,255.294,62.516,230.845,411.184,204.854,307.51,142.041,168.809,204.809,64.144,0,
A01803,穀物類,冷凍烏龍麵,,,烏龍麵,,125.8991,123.6193,68.645,2.972,0.3623,0.1072,0.3331,27.6876,1.1399,0.381,0,0,,0.381,0,0,864.349,2684.505,1542.974,433.661,32.959,5.27,342.729,,21.6375,2.1643,,12.983,,0.0219,0.057,0.018,0,0.039,0,0.039,0.0046,0.0673,0.012,,6.693,0,29.576,0,0,0,0,0,0,0,0,27.328,0,2.248,0,0,0,0,15.794,0,0,15.794,0,0,54.629,51.989,2.64,0,0,0,0,0,0,,2901.616,118.503,83.081,142.574,1003.235,331.274,110.84,93.418,43.306,115.461,31.927,103.664,212.298,90.12,141.319,67.972,66.818,112.172,33.634,,
A01804,穀物類,鍋燒麵,,Wu-lohg noodle,鍋燒麵,,119.7796,118.7086,70.37,4.4915,0.4,0.1302,0.1851,24.5534,0.5355,,,,,,,,41.635,5.065,4.315,7.905,0.2,0.198,31.79,,0,0,0,0,,0.0549,0.175,0.04,0.015,0.085,0.035,0.0185,0.01,0.415,0.008,,10.8,5.56,32.539,0,0,0,0,0,0,0,0,25.9659,0,6.5731,0,0,0,0,23.1978,0,0,23.1978,0,0,44.263,44.263,0,0,0,0,0,0,0,,4469.333,171.34,115.83,199.435,1517.535,572.945,153.97,125.32,154.613,183.545,53.87,147.46,293.13,142.135,213.14,91.455,105.035,179.065,49.51,,
A01901,穀物類,麵筋,,Gluten; Wheat gluten,,,642.9216,639.1694,4.895,42.5115,53,8.3734,0.6246,0,1.8761,,,,,,,,6.875,11.47,26.32,19.575,3.06,2.195,60.9,,9.9999,3,0,0,3,6.2672,21.3,4.605,0.775,13.255,2.665,0.0185,0.0325,2.343,0.0285,,35.77,0,15.7989,0,0,0.02,0,0,0,0.0762,0.01,11.0768,0.055,3.9997,0,0.3612,0.2,0,23.1805,0,0.045,22.9443,0.1912,0,61.0675,54.1706,6.8969,0,0,0,0,0,0,,33091.9881,1212.195,994.655,1878.64,4879.915,5733.345,1372.25,1021.55,3270.2031,1504.605,610.925,1425.895,2849.365,1399.875,2105.77,566.78,797.865,1407.38,60.775,11.9,
A02001,穀物類,麵腸,,Rolled flour gluten,,,137.9372,136.7618,67.46,20.636,1.85,0.3956,0.3682,9.6858,0.5877,,,,,,,,47.45,32.61,6.21,38.59,2.03,1.37,77.36,,0,0,0,0,,0.6378,1.47,0.48,0.22,0.69,0.08,0.058,0.03,1.43,0.0213,,26.1,0.95,21.384,0,0,0,0,0.442,0,0,0,19.9783,0,0.9637,0,0,0,0,17.3281,0,0,17.3281,0,0,61.2876,57.7598,3.5278,0,0,0,0,0,0,,19828.3658,627.02,496.41,892.85,7104.75,2769.39,648.36,535.02,807.9858,728.12,121.07,697.81,1395.59,646.1,982.14,337.94,418.68,619.13,0,,
A02101,穀物類,長麵線,壽麵線,Noodle string; Wheat flour string,長麵線,,309.8942,306.0046,16.3833,10.7203,1.073,0.2932,7.4844,64.339,1.9448,3.74,1.809,0,,1.931,0,0,2874.319,87.1423,15.0537,27.1337,0.9683,0.4983,91.931,9.88,0,0,0,0,,0.0689,0.3141,0.0327,0.0267,0.2547,0,0.074,0.0234,1.0587,0.0715,,22.735,0,27.3299,0,0,0,0,0,0,0,0,25.5706,0,1.4433,0,0.1405,0,0.1755,14.4386,0,0,14.1716,0.267,0,58.0636,55.5043,2.4138,0,0,0,0.1455,0,0.1675,,11011.104,419.5047,281.2987,498.8697,3848.2903,1487.4913,382.129,321.726,332.4941,432.0033,113.4963,369.721,751.1733,317.8587,528.4817,203.0347,221.4627,389.484,112.5845,,
A02102,穀物類,蚵仔麵線,,Noodle string; Wheat flour string,蚵仔麵線,,306.9804,302.8364,17.3,11.268,1.41,0.3049,7.7174,62.3046,2.072,,,,,,,,2813.42,120.81,18.93,39.63,1.71,1.101,169.88,,0,0,0,0,,0.091,0.25,0.06,0.04,0.15,0,0.055,0.03,1.37,0.0851,,29.4,0,21.6225,0,0,0,0,0,0,0,0,20.1323,0,1.4902,0,0,0,0,20.7851,0,0,20.7851,0,0,57.5922,54.537,3.0552,0,0,0,0,0,0,,12146.8137,444.54,298.71,522.52,4091.93,1369.97,401.89,336.67,1142.3137,442.68,125.52,392.23,780.91,343.82,548.06,174.49,234.78,361.34,134.44,,
A02103,穀物類,麵線,,Shou noodle/Vermicelli/-,短麵線,,349.7513,344.7299,12.041,11.707,1.4957,0.4333,2.3908,72.3655,2.5107,2.222,0.134,0,,1.928,0.16,0,751.978,97.831,17.363,26.711,1.046,0.677,88.772,,0,0,,0,,0.0814,0.265,0.05,0.033,0.182,0,0.09,0.0212,0.9785,0.043,,17.008,0,28.968,0,0,0,0,0,0,0.165,0.126,26.129,0.141,1.71,0,0.159,0.288,0.25,14.54,0,0,13.856,0.446,0.238,56.288,53.716,2.572,0,0,0,0,0,0.201,,12166.077,480.119,327.492,574.564,4428.537,1422.323,442.134,361.177,204.126,449.112,135.008,424.417,883.954,364.161,601.194,246.023,245.298,435.029,141.409,,
A02104,穀物類,雞絲麵,,Noodle: shredded chicken flavored,雞絲麵,,463.032,460.628,6.3045,9.4,22.83,7.1715,6.475,54.9905,1.202,,,,,,,,2450.125,78.39,13.84,23.265,1.28,1.43,135.995,,0,0,0,0,0,0.8559,3.63,0.555,0.305,1.68,1.09,0.058,0.02,3.83,0.0693,,34.4,0.98,31.4127,0,0.0309,0.0478,0.1279,0,0,0.5956,0,24.9071,0.1246,4.9507,0,0.3505,0.2318,0.0458,33.0437,0,0.3283,32.7154,0,0,35.6037,32.9022,2.7015,0,0,0,0,0,0,,10066.4162,369.445,252.24,438.175,3582.9,1287.61,343.03,284.725,314.6112,403.085,135.555,349.835,677.665,311.12,498.155,141.25,221.015,361.34,94.66,5.4,
A02201,穀物類,白玉米,,White corn,,,65.8248,57.9808,83.8,3.4,0.64,,0.71,11.45,3.7,,,,,,,,5,200,5,30,0.6,0.7,100,,24.1657,2.4167,9,10,,,,,,,,0.04,0.08,0.8,0.078,,8.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02301,穀物類,紫玉米,,Corn; Maize,生鮮,47.2,167.894,157.4456,59.444,4.461,1.032,0.286,0.6422,34.4208,4.9285,,,,,,,,0.9235,252.8611,5.3667,10.1837,0.9722,1.0202,138.5514,,0,0,0,0,,0.1958,0.71,0.13,0.05,0.45,0.08,0.174,0.09,1.268,0.34,,11.01,4.255,27.71,0,0,0,0,0,0,0.11,0.04,24.21,0.13,2.56,0,0.66,0,0,32.49,0,0.63,31.53,0.33,0,39.81,38.37,1.28,0,0.16,0,0,0,0,,4149.094,322.026,163.368,208.692,787.65,378.353,170.665,344.377,54.085,212.035,42.757,158.815,532.392,144.531,196.67,150.959,136.384,145.335,0,,
A02401,穀物類,甜玉米,"玉米,黃玉米",Corn; Maize; Sweat corn,,38.7,106.9033,96.9226,75.7316,3.25,2.4772,0.7305,0.7107,17.8305,4.7079,6.954,1.614,1.502,,0,3.838,0,1.8639,268.7839,3.2496,33.6983,0.5378,0.6334,83.5367,6.2,179.8658,17.9907,3,106.4238,,0.1528,0.7517,0.0877,0.0067,0.6203,0.037,0.1333,0.0953,1.8356,0.2025,,26.5703,5.4015,29.4904,0,0,0,0.0367,0.01,0,0.02,0,25.37,0.0467,2.827,0,0.5607,0.2193,0.4,35.0589,0,0.1933,34.4943,0.3713,0,35.4473,34.341,1.1063,0,0,0,0,0,0,,2851.3923,244.5233,114.5467,146.3797,481.396,238.6923,123.1597,231.6297,40.257,138.728,33.8103,97.1177,324.2687,125.2863,132.3043,115.8443,90.6267,122.3193,50.5023,,
A02501,穀物類,雙色水果玉米,"玉米,黃玉米",Corn; Maize; Sweat corn (Organic),雙色,39.1,105.403,96.8607,76.243,3.104,2.5503,0.7307,0.6463,17.4564,4.0294,7.795,3.557,3.047,,0,1.191,0,0.212,238.702,2.598,32.906,0.697,0.733,92.355,,0,0,,0,,0.2796,0.941,0.201,0.026,0.678,0.036,0.075,0.1183,2.0921,0.44,,5.746,5.808,28.653,0,0,0,0,0,1.561,0,0,22.757,0,3.828,0,0.507,0,0,35.408,0,0,35.408,0,0,35.101,34.839,0.262,0,0,0,0,0,0.839,,3086.187,236.442,127.562,159.282,548.743,248.279,137.879,273.328,29.947,159.817,70.046,107.441,342.274,122.406,138.592,146.888,78.375,142.861,16.025,,
A02601,穀物類,糯玉米,,Corn; Maize,,32.2,172.1804,164.7881,59.066,4.727,1.898,0.5357,0.8596,33.4494,3.4869,1.0849,0.6923,0.3926,,0,0,0,1.17,272.717,6.035,49.521,0.867,0.773,137.284,,0,0,,0,,0.2528,1.113,0.16,0,0.925,0.028,0.184,0.0938,1.4794,0.276,,6.464,3.981,28.227,0,0.059,0.152,0.086,0.031,0,0.13,0.036,23.946,0.116,2.146,0,0.697,0.519,0.309,36.22,0,0.57,35.266,0.384,0,35.122,33.937,1.185,0,0,0,0,0,0.431,,4773.917,302.036,129.498,195.682,846.064,391.723,166.855,358.582,91.626,267.687,78.614,199.226,609.429,261.389,276.015,189.539,136.249,226.45,47.253,,
A02701,穀物類,玉米胚芽,"玉米仁,珍珠米",Corn germ,,,365.8851,353.8919,11.48,7.035,0.8954,0.1276,0.278,80.3116,5.6572,0,0,0,,0,0,0,1.3895,93.834,2.679,17.0766,0.759,0.4805,65.0028,,5.9748,0.5976,0,3.585,,0.0942,0.3535,0.068,0,0.2595,0.026,0.0635,0.025,1.209,0.1852,,42.1235,0,14.2514,0,0,0,0,0,0,0.021,0,11.5793,0.038,1.8621,0,0.4995,0.0585,0.193,28.7879,0,0.056,28.5383,0.1936,0,56.9326,55.0641,1.8685,0,0,0,0,0,0.0285,,6822.0255,383.5625,217.68,306.6875,1417.2135,680.36,200.9935,536.299,175.551,318.716,98.6325,246.116,983.8165,260.4795,335.729,134.402,208.47,252.8325,64.4845,,
A02801,穀物類,冷凍玉米粒,,Corn kernal; Maize kernal; Sweat whole kernal corn,冷凍,,173.5786,167.0066,65.6,3.1,8.2,,0.57,22.53,3.1,,,,,,,,8,210,3,24,0.58,0.48,72,,99.996,10.0005,30,45,,,,,,,,0.04,0.04,0.51,0.0364,,2.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02802,穀物類,乾玉米粒,,Corn kernal; Maize kernal; for popcorn,"乾,爆米花用",,373.0182,345.8602,11.9235,10.8765,3.9421,0.6193,1.0502,72.2077,12.8104,0.504,0,0,,0,0.504,0,0.744,258.931,6.4135,125.6065,2.4275,2.6335,273.333,24.65,71.0555,7.1073,0,42.635,,0.7153,3.328,0.4415,0.013,2.665,0.2085,0.4735,0.074,1.4048,0.7046,,48.622,0,15.7098,0,0,0,0,0,0,0,0,13.0001,0,1.8075,0,0.627,0.0835,0.1917,26.3973,0,0,26.0242,0.3731,0,57.6883,56.5074,1.1809,0,0,0,0,0,0.205,,9801.506,628.062,357.793,479.628,1929.037,901.37,354.3345,795.354,222.8045,448.1675,114.728,318.5375,1358.851,394.5565,485.362,263.4925,280.8155,399.6765,68.936,,
A02901,穀物類,玉米粉,,Corn starch; Maize starch,,,368.578,368.176,10.87,0.323,0.4163,0.0752,0.0823,88.3084,0.1896,0,0,0,,0,0,0,13.778,4.272,2.4444,3.2564,0.2435,0.031,14.342,,0,0,0,0,,0,0,0,0,0,0,0.006,0,0.099,0.0215,,12.2545,2.47,18.0757,0,0,0,0,0,0,1.7339,0,3.3153,0,13.0265,0,0,0,0,30.5184,0,15.0047,14.1756,1.3381,0,51.4053,2.3148,0.3496,0.5602,10.0156,19.0706,4.5971,14.4974,0,,,,,,,,,,,,,,,,,,,,,,
A03001,穀物類,玉米粒罐頭,,Corn kernal: canned,玉米粒,,89.9804,82.7096,78.3283,2.3413,1.4356,0.3232,0.9711,16.9237,3.6354,4.562,0.893,2.396,,0,1.273,0,208.0077,190.0513,3.8503,17.3053,0.4693,0.3853,56.7453,4.05,48.4059,4.8414,7.58,25.2547,,0.1266,0.3455,0.1025,0.0015,0.234,0.0075,0.0283,0.0641,1.0075,0.0874,,25.882,4.8897,22.5136,0,0,0,0,0,0,0,0,18.2715,0,2.7935,0,0.8356,0.3057,0.3073,30.1466,0,0.0505,29.6853,0.4108,0,47.0217,45.138,1.8837,0,0,0,0,0,0.318,,2180.5085,165.9265,84.225,111.831,397.0845,180.393,87.2755,222.1145,47.6515,106.9805,31.243,71.0835,244.753,91.611,95.8105,79.4635,71.547,88.6905,2.8245,,
A03002,穀物類,玉米醬罐頭,,Cream style sweat corn; Sweat cream style corn,玉米醬,,65.5421,62.1611,83.2295,1.4045,0.4445,0.0941,0.9406,13.9809,1.6905,4.952,0,0,,0,4.952,0,275.5175,91.9425,2.8449,12.3316,0.825,0.3205,33.2097,,45.2049,4.5214,2.47,25.889,,0.0568,0.178,0.042,0.0055,0.125,0.0055,0.02,0.0295,0.707,0.0822,,22.5505,1.497,21.1784,0,0,0,0,0,0,0.0715,0,18.0241,0,2.5878,0,0.495,0,0,30.6525,0,0.2041,30.2292,0.2192,0,48.1695,46.3799,1.7896,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
A031,穀物類,秈米平均值,"在來米,長米",Long grain rice,"秈米,混合多品種",,356.5641,355.3957,13.4388,7.823,0.8554,41.398,0.5002,77.3827,0.5512,0,0,0,,0,0,0,1.8395,99.3163,4.8678,29.332,0.2638,1.3153,75.029,,0,0,,0,,0.0811,0.1918,0.0688,0.0075,0.0905,0.025,0.09,0.0245,1.5038,0.032,,15.729,0,41.398,0,0,0,0,0,0,2.07,0,34.933,0,3.296,0,0.376,0.205,0.518,23.387,0,0.112,22.912,0.209,0.154,35.215,34.211,1.004,0,0,0,0,0,0,,7617.9933,702.8485,272.325,369.142,1432.373,372.8578,352.3553,447.048,219.4033,463.4725,167.0495,321.1378,642.3658,319.31,400.9395,281.2995,191.2348,640.5185,22.3128,,
A03101,穀物類,秈米(台中在來2號),"在來米,長米",Long grain rice,台中在來2號,,354.788,353.728,13.9,8.2,1,,0.6,76.3,0.5,,,,,,,,2,114,5,40,0.3,1.3,77,,,,,,,0.1042,0.22,0.09,0.01,0.1,0.02,0.13,0.03,2.1,0.019,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8191,756,288,386,1549,415,376,472,230,507,184,350,679,338,432,313,210,706,0,,
A03102,穀物類,秈米(台中秈10號),"在來米,長米",Long grain rice,台中秈10號,,358.3403,357.0634,12.9775,7.446,0.7108,0.2943,0.4004,78.4653,0.6023,0,0,0,,0,0,0,1.679,84.6325,4.7355,18.664,0.2275,1.3305,73.058,,0,0,,0,,0.0579,0.1635,0.0475,0.005,0.081,0.03,0.05,0.0189,0.9075,0.045,,19.458,0,41.398,0,0,0,0,0,0,2.07,0,34.933,0,3.296,0,0.376,0.205,0.518,23.387,0,0.112,22.912,0.209,0.154,35.215,34.211,1.004,0,0,0,0,0,0,,7044.9865,649.697,256.65,352.284,1315.746,330.7155,328.7105,422.096,208.8065,419.945,150.099,292.2755,605.7315,300.62,369.879,249.599,172.4695,575.037,44.6255,,
A032,穀物類,粳米平均值,"蓬萊米,圓米",Short grain rice,"粳米,混合多品種",,353.9518,352.4847,14.082,7.0319,0.6964,29.834,0.3673,77.8224,0.692,0.0868,0.0128,0.0014,,0,0.0727,0,2.0019,79.2727,5.1087,20.1661,0.3879,1.4818,80.8004,8,4.342,0.4343,0,2.6053,,0.189,0.3614,0.1739,0.0101,0.1027,0.0747,0.0787,0.0173,1.0904,0.08,,16.4882,0,29.834,0,0.0004,0.0094,0.0058,0.0572,0,0.7132,0.0011,25.1533,0.0126,2.7838,0,0.3988,0.1561,0.5424,35.545,0,0.099,34.9854,0.3145,0.146,34.6372,33.502,1.1352,0,0,0,0,0,0.0825,,6636.3769,609.5865,227.3965,337.9895,1229.5783,284.0612,305.7933,376.1306,327.9631,377.6502,111.6089,261.981,558.5095,279.6594,336.9374,230.2288,168.6222,530.6213,82.0594,,
A03201,穀物類,粳米(台中189號),"蓬萊米,圓米",Short grain rice,台中189號,,355.6145,354.8937,13.54,7.5,0.56,0.1211,0.3412,78.0588,0.34,,,,,,,,2.76,84.7,5.32,12.01,0.7,1.46,77.17,,0,0,0,0,,0.071,0.08,0.07,0,0.01,0,0.043,0.02,0.84,0.0537,,0,0,21.6289,0,0,0,0,0,0,0.3214,0,18.8699,0,1.6907,0,0.3781,0,0.3688,41.1112,0,0.1282,40.6429,0.3401,0,37.2594,36.0749,1.1845,0,0,0,0,0,0,,7223.4,645.69,246.68,360.82,1308.83,316.3,318.07,405.23,301.22,408.54,148.77,284.12,604.4,338.53,384.01,233.47,190.7,628.88,99.14,,
A03202,穀物類,粳米(台南11號),"蓬萊米,圓米",Short grain rice,台南11號,,348.3469,346.7403,15.386,6.741,0.4819,0.1903,0.2173,77.1738,0.7578,0,0,0,,0,0,0,2.107,70.702,4.214,13.363,0.214,1.1,67.164,6.95,0,0,,0,,0.1071,0.12,0.105,0.002,0.013,0,0.085,0.0205,0.7351,0.063,,14.599,0,39.48,0,0,0,0,0,0,1.395,0,33.999,0,2.928,0,0.337,0.325,0.496,26.249,0,0,24.911,0.322,1.016,33.903,32.82,1.083,0,0,0,0,0,0.368,,6893.851,640.685,247.632,380.37,1301.558,254.829,317.734,401.435,119.483,359.806,113.702,242.486,587.729,326.338,369.339,252.886,181.794,557.249,238.796,,
A03203,穀物類,粳米(台粳2號),"蓬萊米,圓米",Short grain rice,台粳2號,,356.7255,355.4993,13.2077,7.205,0.5069,0.1437,0.3641,78.7163,0.5784,0,0,0,,0,0,0,2.3843,65.2483,5.0863,17.9057,0.43,1.146,88.682,,11.9245,1.1927,0,7.155,,0.1697,0.7573,0.1273,0.014,0.3407,0.2753,0.0753,0.0205,1.0307,0.0946,,22.184,0,28.3487,0,0,0,0,0.0779,0,0.7662,0,23.738,0.021,2.3277,0,0.8031,0.132,0.4828,36.4427,0,0.1364,35.8904,0.3632,0.0527,35.2259,34.0798,1.1461,0,0,0,0,0,0.0243,,6840.1036,612.5737,230.115,337.7287,1232.9467,288.5563,306.1427,384.236,495.5986,383.858,105.262,269.9153,575.2847,281.0803,349.5513,225.433,164.7957,535.7753,61.2503,,
