整合編號,食品分類,樣品名稱,俗名,樣品英文名稱,品名描述,廢棄率(%),熱量-成分值(kcal),修正熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),飽和脂肪-成分值(g),灰分-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g),糖質總量-成分值(g),葡萄糖-成分值(g),果糖-成分值(g),半乳糖-成分值(g),麥芽糖-成分值(g),蔗糖-成分值(g),乳糖-成分值(g),鈉-成分值(mg),鉀-成分值(mg),鈣-成分值(mg),鎂-成分值(mg),鐵-成分值(mg),鋅-成分值(mg),磷-成分值(mg),銅-成分值(ug),維生素A總量(IU)-成分值(I.U.),視網醇當量(RE)-成分值(ug),α-胡蘿蔔素-成分值(ug),β-胡蘿蔔素-成分值(ug),視網醇-成分值(ug),α-維生素E當量(α-TE)-成分值(mg),維生素E總量-成分值(mg),α-生育醇-成分值(mg),β-生育醇-成分值(mg),γ-生育醇-成分值(mg),δ-生育醇-成分值(mg),維生素B1-成分值(mg),維生素B2-成分值(mg),菸鹼素-成分值(mg),維生素B6-成分值(mg),維生素B12-成分值(ug),葉酸-成分值(ug),維生素C-成分值(mg),脂肪酸S總量-成分值(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),反式脂肪-成分值(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),膽固醇-成分值(mg),酒精含量-成分值(g)
M01601,油脂類,芥花油,"芥花籽油,菜籽油",Canola oil,,,883.0435,883.0435,0.1133,0.0107,99.8918,9.7029,0,0,,,,,,,,,1.701,1.084,5.017,0,0,0.351,0,,0,0,0,0,,11.3661,45.0777,8.192,0.461,29.172,7.2527,,,,,,,,9.7134,0,0,0,0,0,0,0.052,0.0055,5.9619,0.0392,2.6599,0,0.5356,0.3233,0.136,54.138,0,0.1309,52.6755,1.1751,0.1565,36.0759,28.417,7.6529,0,0.006,0,0,0,0.1405,589.321,,,,,,,,,,,,,,,,,,,,,
M01701,油脂類,南瓜籽油,,Pumpkin seed oil,,,883.116,883.116,0.08,0,99.9,17.9425,0,0.02,,,,,,,,,,,,,,,,,,,,,,7.755,22.02,6.17,0,15.85,0,,,,,,,,17.9605,0,0,0,0,0,0,0.1231,0,11.7287,0,5.7166,0,0.3921,0,0,28.0581,0,0,28.0581,0,0,53.981,53.679,0.302,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
M01801,油脂類,紅花籽油,,Safflower oil,,,883.558,883.558,0.0708,0,99.95,10.5973,0,0,,,,,,,,,,,,,,,,,31.333,9.4,0,0,9.4,30.5427,33.675,30.105,0.365,2.885,0.32,,,,,,,,10.6026,0,0,0,0,0,0,0.0884,0,7.1345,0,2.6812,0,0.3264,0.2921,0.08,15.7616,0,0.045,15.5716,0.145,0,73.6258,73.1078,0.518,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,
M01901,油脂類,高油酸紅花籽油,,Safflower oil: high oleic acid,,,880.1661,880.1661,0.03,0.0165,99.5663,8.3636,0,0.3872,,,,,,,,,,,,,,,,,0,0,0,0,,41.5029,47.4455,40.777,0.652,4.499,1.5175,,,,,,,,8.4,0,0,0,0,0,0,0.075,0,5.18,0.02,2.21,0,0.41,0.33,0.175,75.21,0,0.115,74.755,0.34,0,16.355,15.845,0.51,0,0,0,0,0,0.025,,,,,,,,,,,,,,,,,,,,,,
M02001,油脂類,核桃油,,Walnut oil,,,883.116,883.116,0.0777,0,99.9,10.3954,0,0.0223,,,,,,,,,,,,,,,,,34.933,10.48,,,10.48,6.902,28.7,4.48,0,24.22,0,,,,,,,,10.4058,0,0,0,0,0,0,0,0,8.1599,0,2.2459,0,0,0,0,10.4978,0,0,10.2822,0.2156,0,79.0961,65.5109,13.5852,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
M021,油脂類,茶油平均值,,,,,883.2353,883.2353,0.09,0,99.9135,15.8523,0.0617,0,,,,,,,,,0.759,1.738,4.5,3.23,0,0.393,8.657,,153.3272,15.3359,10.75,86.625,,26.6425,26.8245,26.5918,0.0915,0.1413,0,,,,,,,,15.8523,0,0,0,0,0,0,0.0162,0,12.6924,0.0252,3.0579,0,0.0309,0.0149,0.015,66.0685,0,0.0534,65.3036,0.7059,0.0057,18.0434,17.6086,0.4348,0,0,0,0,0,0.1065,346.378,,,,,,,,,,,,,,,,,,,,0,
M02101,油脂類,油茶油,"苦茶(籽)油,山茶油,天綠果油,大果種油茶油",,,,883.3547,883.3547,0.1,0,99.927,11.0595,0.1233,0,,,,,,,,,0.759,1.738,4.5,3.23,0,0.393,8.657,,2.4999,0.25,1,1,,16.865,17.229,16.7635,0.183,0.2825,0,,,,,,,,11.0676,0,0,0,0,0,0,0.0323,0,8.7203,0.0503,2.1433,0,0.0617,0.0297,0.03,79.4143,0,0.1067,78.755,0.5413,0.0113,9.4466,8.8323,0.6143,0,0,0,0,0,0.1065,346.378,,,,,,,,,,,,,,,,,,,,0,
M02102,油脂類,熟油茶油,"苦茶(籽)油,山茶油,天綠果油,大果種油茶油",,熟,,883.116,883.116,0.08,0,99.9,20.6164,0,0.02,,,,,,,,,,,,,,,,,304.1545,30.4217,20.5,172.25,,36.42,36.42,36.42,0,0,0,,,,,,,,20.637,0,0,0,0,0,0,0,0,16.6645,0,3.9725,0,0,0,0,52.7227,0,0,51.8522,0.8705,0,26.6401,26.3848,0.2553,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
M02201,油脂類,高油酸棕櫚油,,Palm kernel oil: high oleic acid,,,883.116,883.116,0.1,0,99.9,35.4245,0,0,,,,,,,,,,,,,,,,,38.7485,3.8755,6.5,20,,22.6463,26.51,22.025,0.66,3.545,0.28,,,,,,,,35.46,0,0,0.04,0.03,0.38,0,0.965,0.02,29.99,0.08,3.395,0,0.38,0.095,0.085,49.41,0,0.22,48.795,0.345,0.05,15.14,14.17,0.97,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,
M02301,油脂類,椰子油,,Coconut oil,,,882.7624,882.7624,0.141,0,99.86,90.0637,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,0.46,0.46,0.46,0,0,0,,,,,,,,90.19,0,0.59,8.07,6.18,45.81,0,16.98,0,9.34,0,3.22,0,0,0,0,7.98,0,0,7.98,0,0,1.69,1.69,0,0,0,0,0,0,0.13,,,,,,,,,,,,,,,,,,,,,,
M02401,油脂類,葵花籽油,,Sunflower oil,,,883.5792,883.5792,0.0977,0,99.9524,11.604,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,42.2487,45.6001,41.5367,1.12,2.6067,0.3367,,,,,,,,11.6095,0,0,0,0,0,0,0.0567,0.0045,6.5192,0.0197,3.8053,0,0.2685,0.7007,0.2349,26.5107,0,0.0668,26.1878,0.2561,0,61.8998,61.3935,0.5063,0,0,0,0,0,0.029,343.994,,,,,,,,,,,,,,,,,,,,0,
M02501,油脂類,葵花籽油(多種維生素強化),,Sunflower oil: multi-vitamin enriched,高維生素A&E,,883.0276,883.0276,0.0966,0,99.89,11.8554,0,0.0134,,,,,,,,,,,,,,,,,1824.9818,547.5,,,547.5,45.6201,51.03,44.88,0.78,4.16,1.21,,,,,,,,11.8685,0,0,0,0,0,0,0.0666,0,6.3918,0.0434,4.0717,0,0.2746,0.7275,0.2929,17.5807,0,0.0699,17.2452,0.2656,0,70.6639,70.4,0.2639,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
M02601,油脂類,高油酸葵花籽油,,Sunflower seed oil: high oleic acid,,,883.116,883.116,0.09,0,99.9,10.241,0,0.01,,,,,,,,,,,,,,,,,0,0,0,0,,46.642,49.12,45.91,1.37,1.84,0,,,,,,,,10.2513,0,0,0,0,0,0,0,0,4.2793,0,4.1892,0,0.3694,1.1073,0.3061,80.0144,0,0.0889,79.7097,0.2158,0,9.7338,9.6191,0.1147,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
M02701,油脂類,葡萄籽油,,Grape seed oil,,,883.7666,883.7666,0.082,0,99.9736,11.3685,0,0,,,,,,,,,,,,,,,,,,,,,,10.7715,12.1166,10.59,0.13,1.2833,0.1133,,,,0,,,,11.3715,0,0,0,0,0,0,0.0368,0,7.2119,0.014,3.633,0,0.1644,0.0906,0.2208,19.7934,0,0.1097,19.411,0.2614,0.0113,68.6907,68.3559,0.3348,0,0,0,0,0,0.1923,2122.828,,,,,,,,,,,,,,,,,,,,,
M02801,油脂類,橄欖油,,Olive oil,,,883.5907,883.5907,0.072,0,99.9537,16.2839,0,0,,,,,,,,,,,,,,,,,249.2609,24.932,0.835,149.145,,17.0972,17.925,16.96,0.155,0.745,0.065,,,,,,,,16.2914,0,0,0,0,0,0,0.0033,0,12.8067,0.038,2.8036,0,0.4316,0.1415,0.0667,74.305,0,1.0963,72.9366,0.2721,0,9.4035,8.7437,0.6598,0,0,0,0,0,0,144.938,,,,,,,,,,,,,,,,,,,,0,
M02901,油脂類,烤酥油,,Shortening,大豆油,,882.9198,882.9198,0.1015,0.0195,99.8778,14.3145,0.0273,0,,,,,,,,,,,,,,,,,0,0,0,0,,13.7917,77.377,7.99,0.7695,53.419,15.1985,,,,,,,,14.332,0,0,0,0,0.004,0,0.0205,0.004,10.9957,0.043,2.7412,0,0.167,0.2345,0.1221,23.4744,0,0.0475,23.2183,0.2086,0,62.1397,57.129,5.0042,0,0.0065,0,0,0,0.108,,,,,,,,,,,,,,,,,,,,,,
M03001,油脂類,調合植物油,蔬菜油,Vegetable oil,,,886.6564,886.6564,0.065,0.028,100.3005,16.9623,0.0194,0,,,,,,,,,,,,,,,,,0,0,0,0,,23.5663,45.464,21.0535,1.219,19.9255,3.266,,,,,,,,16.9115,0,0,0,0,0.005,0,0.1605,0.01,12.4915,0.076,3.1615,0,0.467,0.3325,0.2075,31.532,0,0.126,30.411,0.895,0.1,51.525,48.2535,3.246,0,0.0255,0,0,0,0.073,,,,,,,,,,,,,,,,,,,,,0,
M03101,油脂類,中鏈脂肪酸油,,Medium chain triglyceride oil,,,883.116,883.116,0.1,0,99.9,99.8201,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,99.92,0,0.1,70.4,29.28,0.11,0,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0.01,0.01,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,
M032,油脂類,奶油平均值(固態),"動物性奶油(CNS命名""乳酪"")",,,,715.9513,715.9513,16.0755,0.6388,80.1266,70.2758,0.8565,2.3027,,0.429,0,0,,0,0,0.429,315.0623,17.765,20.1488,1.9668,0.2915,0.2798,25.1908,,2619.4455,785.8415,,,785.8415,2.5095,2.5095,2.5095,0,0,0,0.0128,0.0624,0.3972,0.0073,0.046,0.3973,0,70.2758,0.5675,1.5495,1.4285,3.4413,4.741,0.1978,12.865,1.3413,30.811,0.7163,12.2975,0.0375,0.1803,0.084,0.0175,25.1378,0.678,1.437,22.893,0.1298,0,3.582,2.4125,0.921,0,0.1255,0.0528,0.0703,0,1.1015,,,,,,,,,,,,,,,,,,,,,204.989,
M03201,油脂類,"奶油(固態,不加鹽)","動物性奶油(CNS命名""乳酪"")",Butter: unsalted,不加鹽,,733.026,733.026,15.813,0.606,82.7195,57.3321,0,0.8615,,0.858,0,0,,0,0,0.858,5.897,20.765,19.264,1.599,0.377,0.321,22.744,,3007.2099,902.172,,,902.172,2.611,2.611,2.611,0,0,0,0.016,0.0657,0.7944,0.01,0.057,0.615,0,69.309,0,2.104,1.438,3.52,4.791,0.222,12.829,1.303,29.878,0.732,12.243,0,0.17,0.079,0,25.672,0.88,1.803,22.871,0.118,0,3.213,2.065,1.046,0,0.102,0,0,0,1.806,,,,,,,,,,,,,,,,,,,,,203.431,
M03202,油脂類,"奶油(固態,加鹽)","動物性奶油(CNS命名""乳酪"")",Butter: salted,加鹽,,698.8765,698.8765,16.338,0.6715,77.5336,55.2369,1.713,3.7439,,0,0,0,,0,0,0,624.2275,14.765,21.0335,2.3345,0.206,0.2385,27.6375,,2231.681,669.511,,,669.511,2.408,2.408,2.408,0,0,0,0.0095,0.059,0,0.0045,0.035,0.1795,0,71.2425,1.135,0.995,1.419,3.3625,4.691,0.1735,12.901,1.3795,31.744,0.7005,12.352,0.075,0.1905,0.089,0.035,24.6035,0.476,1.071,22.915,0.1415,0,3.951,2.76,0.796,0,0.149,0.1055,0.1405,0,0.397,,,,,,,,,,,,,,,,,,,,,206.547,
M03301,油脂類,奶油(液態),"動物性奶油,鮮奶油(CNS命名""乳油"")",Cream,,,339.9749,339.9749,61.688,1.998,39.1051,27.0764,0.3847,0,,3.225,0,0,,0,0,3.225,24.413,98.364,70.679,7.046,0.416,0.436,66.869,,1089.9691,326.994,,,326.994,1.0639,1.081,1.062,0,0.019,0,0.033,0.2059,0.7696,0.029,0.14,0.594,0.397,69.24,0,2.055,1.343,3.174,4.144,0.217,12.444,1.282,32.552,0.803,10.999,0,0.145,0.082,0,26.625,1.029,2.111,23.366,0.119,0,3.214,2.466,0.617,0,0.131,0,0,0,0.921,,2218.976,169.669,97.321,117.689,461.8,200.684,46.442,75.163,25.151,127.107,52.326,103.71,210.674,102.876,100.737,178.43,66.185,83.012,0,126.785,
M03401,油脂類,人造奶油(維生素強化),植物性奶油,Margarine,1全脂,,725.0683,725.0683,15.902,0.084,82.0213,52.8168,2.0486,0,,0,0,0,,0,0,0,804.418,10.601,1.146,0,4.788,0,4.048,,2901.1629,694.0268,,529.069,605.831,10.9041,36.546,8.301,0.486,23.679,4.08,0.003,0,0.0835,0,0.013,0.162,0,64.394,0,0.162,1.819,1.641,21.439,0,7.511,0.046,25.602,0.078,5.704,0,0.238,0.093,0.061,22.049,0,0.103,21.723,0.223,0,13.557,12.452,1.105,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,
M03402,油脂類,中脂人造奶油,植物性奶油,Margarine,2中脂,,673.7848,673.7848,20.34,0.01,76.22,43.0379,2.13,1.3,,,,,,,,,883.22,10.51,2.68,3.21,0.53,0.18,9.71,,1353.8125,135.4137,0,812.32,,8.6437,10.36,8.5,0,1.39,0.47,0.01,0,0,0,,11,,56.4653,0,0,0.3223,0.7127,0,0,2.135,0,46.2542,0,6.734,0,0.3071,0,0,35.6395,0,0.3664,35.2731,0,0,7.8947,7.6699,0.2248,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
M03403,油脂類,人造奶油(低熱量),,Margarine: low calorie,低熱量,,93.9692,93.9692,56,2.508,10.63,2.283,1.2993,29.5627,,,,,,,,,475.93,0.86,1.78,0.71,0.12,1.031,0.2,,0,0,0,0,,5.4888,13.26,4.44,0.64,7.9,0.28,0.002,0,0.13,0,,0,0.02,21.4769,0,0,0.1497,0.0445,0.0494,0,0.0905,0,12.3705,0,6.113,0,0.4925,0.1593,2.0075,39.2235,0,0.0704,38.7861,0.367,0,39.2988,38.6903,0.6085,0,0,0,0,0,,,2250.84,149.74,49.07,79.43,267.93,377.44,777.65,0,0,63.49,7.93,36.84,80.09,0,54.79,90.3,17.59,198.55,0,,
N00101,糖類,方糖,,Cube sugar,方糖,,385.4624,385.4624,0.39,,,,0.0073,99.6027,,,,,,,,,1.67,0.314,1.51,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0.02,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00201,糖類,冰糖,,Candy sugar; Crysted sugar; Rock sugar,,,386.642,386.642,0.085,,,,0.0075,99.9075,,100.41,0.22,0.091,0,0,100.099,0,0.605,0,1.57,0,0,0.134,0.5,,0,0,0,0,,0,0,0,0,0,0,0,0.03,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00301,糖類,紅砂糖,紅糖,Brown sugar,,,384.6633,384.6633,0.492,,,,0.1118,99.3962,0,100.706,0.076,0,0,0,100.63,0,2.82,60.84,6.31,10.7,0,0.102,0.61,,0,0,0,0,,0,0,0,0,0,0,0,0.03,0,0.0289,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00401,糖類,黑砂糖,黑糖,Black sugar; Brown sugar,,,365.3783,365.3783,3.345,0.63,0,,1.612,94.413,0,94.925,1.617,1.468,0,0,91.84,0,55.06,453.39,464.29,85.03,,0.26,8.45,,0,0,0,0,,3.188,4.31,2.96,0.31,1.04,0,0,0.18,0.18,0.1993,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00501,糖類,麥芽糖,,Maltose,,,325.3714,325.3714,15.89,,,,0.0347,84.0753,,35.996,2,0,0,33.996,0,0,0,0,0.26,0.044,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00601,糖類,楓糖,,Maples,,,257.8415,257.8415,32.98,0.055,0.1,,0.2393,66.6257,,,,,,,,,1.43,148.88,11.32,8.12,0,0.696,0,,0,0,0,0,,0.1264,0.31,0.11,0,0.16,0.04,0,0.02,0.11,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00701,糖類,蜂蜜(冬蜜),,Honey: winter,油菜花蜜,,315.2115,315.2115,18.32,0.12,0.11,,0,81.45,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0022,0.04,0,0,0.02,0.02,0,0.05,0,0.0156,0,3.3,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
N00702,糖類,蜂蜜(春蜜),,Honey: spring,荔枝&龍眼花蜜,,308.1604,308.1604,19.99,0.182,0.2,,0,79.628,,61.452,26.702,33.383,0,1.268,0.099,0,,,,,,,,,0,0,0,0,0,0.023,0.05,0.02,0,0.03,0,0,0.08,0,0.0086,0,1.6,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
N00801,糖類,果寡糖,,Fructo-oligo saccharide,,,299.793,299.793,22.495,,,,0.0391,77.4659,,68.182,26.443,37.703,0,3.872,0.164,0,0.46,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5.6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N00901,糖類,果糖,高果糖糖漿,Fructose,,,297.4199,297.4199,23.103,,,,0.0443,76.8527,,67.368,6.95,59.222,0,0.885,0.311,0,0,0,0.74,0,0,0.198,0.94,,0,0,0,0,,0,0,0,0,0,0,0,0.05,0,0,,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N01001,糖類,冬瓜糖磚,,Wax-gourd sugar,,,360.254,359.8967,6.824,,,,0.0871,93.0889,0.1911,96.258,2.845,2.032,0,0.092,91.289,0,17.697,12.28,11.77,4.026,0,0,0.56,,0,0,0,0,,0,0,0,0,0,0,0,0.04,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N01101,糖類,黑糖蜜,,,,,280.3401,279.9644,27.074,0.231,0,0,0.2557,72.4393,0.2009,58.341,4.948,2.924,,0,50.469,0,2.152,132.531,77.914,20.104,2.155,0,4.979,,18.8426,1.8847,,11.306,,0.016,0.016,0.016,0,0,0,0.003,0.0291,0.0429,0.081,,0.56,0,23.522,0,0,0,0,0,0,0,0,12.4,0,11.122,0,0,0,0,64.345,0,0,59.992,0,4.353,12.132,12.132,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00101,嗜好性飲料類,米漿(散裝),,,粳米,,61.7,60.3,85.1,0.6,0.5,0.1209,0.1,13.7,0.7,,,,,,,,2,13,4,4,0.1,0.1,11,,3.3333,1,0,0,1,0.124,0.16,0.12,0,0.04,0,0,0,0.3,0.03,0.06,0,0,24.17,0,0,0,0,0,0,0.13,0,17.91,0,2.95,0,0.96,1.6,0.62,38.08,0,0.07,37.32,0.66,0.03,37.73,37.6,0.13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,
O00102,嗜好性飲料類,保久米漿,,,"粳米,保久",,62.3877,61.0393,86.026,1.026,1.4569,0.334,0.1982,11.2929,0.6742,10.015,0,0,,0,10.015,0,20.6795,24.2475,5.0234,7.9969,0.135,0.3945,31.1754,,0,0,0,0,,0.8489,1.044,0.825,0.0065,0.2125,0,0.001,0.0075,0.451,0.0508,,9.7305,0,22.924,0,0,0.0469,0.0065,0.0285,0,0.1149,0,12.5334,0.0475,4.3758,0,1.5158,3.0388,1.2159,39.4667,0,0.029,38.5914,0.8463,0,37.5933,37.3961,0.1972,0,0,0,0,0,0.033,,,,,,,,,,,,,,,,,,,,,,
O00103,嗜好性飲料類,糙米漿,,,糙米,,71.148,69.3744,84.7425,1.2805,2.1848,0.4867,0.2015,11.5907,0.8868,8.96,0,0,,0,8.96,0,19.9675,36.228,3.9104,12.9873,0.065,0.2965,23.5911,,0,0,0,0,,1.2363,7.1295,0.763,0.53,2.255,3.5815,0.0025,0.0075,0.7015,0.0667,,7.51,0,22.2765,0,0,0,0,0,0,0.1328,0,13.3963,0,4.1356,0,1.2977,2.2978,1.0163,39.2547,0,0.0368,38.5068,0.7111,0,38.4678,38.2763,0.1915,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00104,嗜好性飲料類,糙秈米漿,,,糙秈米,,68.1714,66.4666,85.505,0.855,2.1378,0.5162,0.1244,11.3778,0.8524,9.282,0,0,,0,9.282,0,28.245,42.497,5.5262,14.6414,0,0.351,23.9371,,0,0,,0,,0.636,8.212,0.422,0.02,1.426,6.344,0.004,0.009,0.725,0.098,,9.06,0,24.148,0,0,0.019,0.036,0.113,0,0.183,0,12.742,0.078,5.016,0,1.646,3.152,1.163,39.782,0,0.083,38.897,0.734,0.068,36.071,35.996,0.075,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
O00105,嗜好性飲料類,糯米漿,,,糯米,,50.8888,50.626,88.118,0.76,0.77,0.177,0.1223,10.2297,0.1314,,,,,,,,26.66,20.78,3.34,5.791,0.16,0.061,8.77,,0,0,0,0,,0.1421,0.23,0.13,0.01,0.08,0.01,0,0.01,0.28,0.0332,,6.3,0.63,22.9835,0,0,0,0,0,0,0,0,12.5392,0,4.2045,0,1.6625,3.3588,1.2185,40.1135,0,0.0694,39.2365,0.8076,0,36.9025,36.8122,0.0903,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
O00106,嗜好性飲料類,黑糯米漿,,,"糯米,黑",,50.0716,49.7316,87.69,0.399,0.24,0.0524,0.0921,11.5789,0.17,,,,,,,,14.19,8.88,4.21,4.09,0.05,0.017,6.37,,0,0,0,0,,0.033,0.06,0.03,0,0.03,0,0.004,0,0.16,0.0072,,2.4,,21.8224,0,0,0,0,0,0,0,0,13.8013,0,2.905,0,1.3349,2.4763,1.3049,42.0591,0,0,41.1727,0.8864,0,36.1181,36.1181,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
O00201,嗜好性飲料類,米漿粉,,Rice milk powder,,,444.1132,440.1766,3.616,9.08,12.28,2.5132,0.7057,74.3183,1.9683,,,,,,,,2.58,165.09,9.18,66.01,2.64,1.36,120.85,,,,,,,0,0,0,0,0,0,0.032,0.03,2.526,0.124,,59.9,2.27,20.466,0,0,0,0,0,0,0,0,11.9358,0,3.7394,1.1012,0.6941,2.0324,0.9631,39.1092,0,0.0909,39.0183,0,0,40.4243,38.2888,0.1399,0,0,1.9956,0,0,0,,7911.59,916.14,248.95,355.05,1704.41,355.61,417.93,388.72,212.22,430.1,32.8,317.44,597.85,231,397.4,194.4,206.24,833.75,71.58,,
O00301,嗜好性飲料類,麥片沖泡包(三合一),,,,,408.7,404.5,3.1,11,7.5,6.771,4.1,74.3,2.1,,,,,,,,313,773,468,88,11.1,1.8,524,,2796.6387,839,0,0,839,11.636,12.05,11.59,0,0.46,0,1.42,4.15,,2.086,1.7,21,50.9,90.28,0,0.51,5.49,4.34,34.73,0,13.81,0,12.7,0.07,18.17,0,0.33,0.07,0.06,6.44,0,0.09,6.35,0,0,3.32,3.1,0.22,0,0,0,0,0,,,10939,769,409,542,2619,1076,285,393,212,584,208,478,933,433,505,634,284,472,103,0,
O00401,嗜好性飲料類,糙米麩,,,,,386.9397,381.2143,5.9755,7.8195,3.3229,0.6405,1.4432,81.4389,2.8627,0,0,0,,0,0,0,6.9475,332.516,16.838,91.4822,1.9105,2.5785,270.7441,,0,0,0,0,,0.6261,1.6915,0.52,0.0565,0.804,0.311,0.107,0.056,4.705,0.7379,,48.8495,3.85,19.2765,0,0,0,0,0,0,0.2075,0.0225,15.3455,0.0315,2.532,0,0.4385,0.3065,0.3925,35.765,0,0.1525,35.1825,0.43,0,44.9585,41.1665,3.792,0,0,0,0,0,0,,8098.9705,842.246,293.386,424.645,1623.361,377.4615,389.467,461.58,124.906,464.1365,100.2725,349.3115,699.032,330.6705,409.782,286.2385,217.465,592.231,112.7785,,
O00501,嗜好性飲料類,麵茶粉,,Seasoned millet mush,,,423.0929,417.6485,2.214,7.196,6.9869,2.1882,0.7464,82.8567,2.7222,27.888,0,0,,0,27.888,0,50.566,107.066,15.535,29.1165,0.8225,0.6395,77.8385,,0,0,0,0,0,4.6912,17.405,3.3515,0.237,12.297,1.5195,0.007,0.068,1.1105,0.1897,0,34.4995,3.455,31.3187,0,0,0.024,0.0375,0.2292,0,0.9781,0.077,20.735,0.237,8.6294,0,0.3305,0.041,0,41.6997,0.0735,1.0495,40.2626,0.3141,0,26.7012,26.0879,0.5718,0,0.0415,0,0,0,0.2805,,6619.9429,417.98,209.0325,304.923,1889.277,685.447,236.7655,291.6675,129.6749,327.216,88.7565,257.233,535.865,206.5075,287.937,214.9635,183.177,313.771,39.749,9.179,
